Year,Fmin,Fmean,Fmax,TIME,HOUR,Manual.ID,Main.Habitat
2023,38402.031,39067.719,40086.441,33:25.5,18,38khz,Peat Swamp
2023,38846.02,40458.719,46313.746,27:40.1,18,38khz,Peat Swamp
2023,38654.039,39736.027,42603.258,18:31:59,18,38khz,Peat Swamp
2023,34144.305,35101.711,37318.621,33:32.1,18,38khz,Peat Swamp
2023,34144.305,35101.711,37318.621,33:32.1,18,Goulds,Peat Swamp
2023,39698.879,40574.574,43022.492,34:27.2,18,38khz,Peat Swamp
2023,38716.445,39157.836,40274.859,34:30.3,18,38khz,Peat Swamp
2023,38109.062,38386.188,38748.922,18:32:54,18,38khz,Peat Swamp
2023,38419.746,39588.582,43270.996,18:32:21,18,38khz,Peat Swamp
2023,38322.645,38772.641,39577.23,32:28.8,18,38khz,Peat Swamp
2023,37622.051,38403.672,40059.121,18:33:53,18,38khz,Peat Swamp
2023,38423.633,40127.48,46220.621,33:55.6,18,38khz,Peat Swamp
2023,38147.879,38685.828,39683.371,33:58.7,18,38khz,Peat Swamp
2023,38246.535,38756.895,39645.738,34:01.6,18,38khz,Peat Swamp
2023,37485.062,38690.402,42695.043,18:34:14,18,38khz,Peat Swamp
2023,37697.34,38782.883,41130.906,34:20.0,18,38khz,Peat Swamp
2023,39217.57,40080.148,42159.699,34:23.3,18,38khz,Peat Swamp
2023,37744.25,38510.5,41054.633,34:24.0,18,38khz,Peat Swamp
2023,37145.926,38009.754,39911.855,34:24.8,18,38khz,Peat Swamp
2023,38424.227,39511.109,42529.434,18:34:35,18,38khz,Peat Swamp
2023,38947.781,39582.715,40718.801,34:37.2,18,38khz,Peat Swamp
2023,38523.785,39978.938,44100.348,18:34:57,18,38khz,Peat Swamp
2023,36410.531,37342.102,39298.625,34:58.6,18,38khz,Peat Swamp
2023,31872.213,33355.84,38321.648,18:34:45,18,38khz,Peat Swamp
2023,31872.213,33355.84,38321.648,18:34:45,18,Goulds,Peat Swamp
2023,37602.648,38521.066,41025.039,34:53.1,18,38khz,Peat Swamp
2023,37602.648,38521.066,41025.039,34:53.1,18,Goulds,Peat Swamp
2023,36878.516,37472.664,38312.586,18:36:13,18,38khz,Peat Swamp
2023,37643.039,38655.422,41584.199,18:35:03,18,38khz,Peat Swamp
2023,36281.734,36575.438,37567.867,36:15.4,18,38khz,Peat Swamp
2023,36343.145,37827.285,42294.586,35:06.3,18,38khz,Peat Swamp
2023,36343.145,37827.285,42294.586,35:06.3,18,Goulds,Peat Swamp
2023,38893.27,40312.551,45016.855,35:31.1,18,38khz,Peat Swamp
2023,38970.898,39760.938,41729.672,35:35.9,18,38khz,Peat Swamp
2023,38783.52,40494.105,43816.406,18:36:25,18,38khz,Peat Swamp
2023,38010.617,39346.391,44403.75,18:35:20,18,38khz,Peat Swamp
2023,37454.172,37972.512,38987.773,18:35:59,18,38khz,Peat Swamp
2023,39143.324,39924.797,41722.637,36:03.7,18,38khz,Peat Swamp
2023,36349.156,37203.875,38837.215,36:05.9,18,38khz,Peat Swamp
2023,37024.242,37979.664,39942.332,18:37:11,18,38khz,Peat Swamp
2023,37644.836,38276.305,39758.914,37:18.8,18,38khz,Peat Swamp
2023,38104.527,38507.547,39081.285,36:37.8,18,38khz,Peat Swamp
2023,37130.742,38687.879,45740.102,18:38:18,18,38khz,Peat Swamp
2023,37969.441,39929.105,46415.148,38:24.8,18,38khz,Peat Swamp
2023,37165.531,38358.906,41978.195,38:27.1,18,38khz,Peat Swamp
2023,37813.961,38460.633,39702.359,18:39:15,18,38khz,Peat Swamp
2023,36786.871,37231.281,38563.992,39:18.5,18,38khz,Peat Swamp
2023,36963.078,37858.844,38853.27,39:19.0,18,38khz,Peat Swamp
2023,34456.297,36859.23,42984.609,18:39:00,18,38khz,Peat Swamp
2023,38965.516,39411.195,40313.512,39:04.2,18,38khz,Peat Swamp
2023,38869.105,39302.145,40315.406,40:48.8,18,38khz,Peat Swamp
2023,37827.375,38163.656,38745.207,40:50.6,18,38khz,Peat Swamp
2023,38087.051,39172.59,42680.625,39:49.1,18,38khz,Peat Swamp
2023,37189.645,38133.824,40214.668,39:55.8,18,38khz,Peat Swamp
2023,37123.57,37639.82,38659.074,39:57.6,18,38khz,Peat Swamp
2023,38942.113,39642.848,42586.66,18:41:23,18,38khz,Peat Swamp
2023,38007.672,38406.094,39408.891,41:26.0,18,38khz,Peat Swamp
2023,37292.855,38425.004,42309.371,18:38:38,18,38khz,Peat Swamp
2023,36778.734,39466.496,47344.441,38:44.2,18,38khz,Peat Swamp
2023,37335.691,39687.547,45465.805,38:52.0,18,38khz,Peat Swamp
2023,36511.098,38288.82,41509.273,41:47.1,18,38khz,Peat Swamp
2023,36720.215,41229.945,54655.16,41:48.8,18,38khz,Peat Swamp
2023,39487.922,39997.375,41085.777,19:03:49,19,38khz,Peat Swamp
2023,39906.023,41684.133,47215.035,03:51.3,19,38khz,Peat Swamp
2023,40181.391,42220.758,51262.316,03:52.6,19,38khz,Peat Swamp
2023,39138.363,39813.797,41808.023,03:54.6,19,38khz,Peat Swamp
2023,37466.316,38686.105,40745.129,24:05.0,19,38khz,Peat Swamp
2023,37399.402,38474.656,40053.535,24:14.5,19,38khz,Peat Swamp
2023,38005.391,38728.125,40721.758,24:17.9,19,38khz,Peat Swamp
2023,37960.418,39006.789,41161.68,19:23:44,19,38khz,Peat Swamp
2023,37041.758,38516.586,41344.5,23:46.3,19,38khz,Peat Swamp
2023,37739.207,38585.832,40515.359,23:47.8,19,38khz,Peat Swamp
2023,37211.164,38218.453,40549.762,23:50.4,19,38khz,Peat Swamp
2023,38653.27,39956.645,44710.008,19:22:18,19,38khz,Peat Swamp
2023,37966.152,38903.406,41532.906,22:22.1,19,38khz,Peat Swamp
2023,39746.258,40554.043,42500.578,25:47.2,19,38khz,Peat Swamp
2023,39027.203,39771.141,42121.383,25:48.6,19,38khz,Peat Swamp
2023,38593.16,39074.152,40589.355,25:49.8,19,38khz,Peat Swamp
2023,38780.027,39815.66,43547.551,27:38.1,19,38khz,Peat Swamp
2023,38388.992,38844.074,40166.492,27:43.1,19,38khz,Peat Swamp
2023,38280.141,39263.598,41892.32,27:44.8,19,38khz,Peat Swamp
2023,38804.355,39702.285,42801.844,19:27:20,19,38khz,Peat Swamp
2023,38386.148,39785.738,44835.074,27:22.2,19,38khz,Peat Swamp
2023,38704.812,39815.922,42806.617,27:25.4,19,38khz,Peat Swamp
2023,58138.879,60069.703,64971.465,20:22:11,20,Little Bentwing,Peat Swamp
2023,38107.094,38842.527,40016.086,20:52:08,20,38khz,Peat Swamp
2023,37272.031,38138.887,38961.863,52:09.8,20,38khz,Peat Swamp
2023,37476.289,37911,39034.531,52:11.1,20,38khz,Peat Swamp
2023,56129.242,58220.832,63272.914,13:30.3,21,Little Bentwing,Peat Swamp
2023,39364.145,40697.98,43059.43,21:42:26,21,38khz,Peat Swamp
2023,37989.316,38475.664,39303.012,20:53:17,20,38khz,Peat Swamp
2023,37388.031,38401.812,41606.148,53:22.9,20,38khz,Peat Swamp
2023,37916.695,38470.109,40823.414,53:24.1,20,38khz,Peat Swamp
2023,37517.898,38249.586,39763.426,53:25.8,20,38khz,Peat Swamp
2023,37983.832,39527.191,42154.934,21:47:26,21,38khz,Peat Swamp
2023,38907.156,40253.57,43716.93,47:27.9,21,38khz,Peat Swamp
2023,19366.688,20042.66,20905.879,12:40.7,21,Yellow bellied sheath tail,Peat Swamp
2023,39037.793,40840.93,46685.414,41:49.1,21,38khz,Peat Swamp
2023,39925.453,41661.445,46932.609,41:58.3,21,38khz,Peat Swamp
2023,56838.297,58863.488,66314.375,22:34:08,22,Little Bentwing,Peat Swamp
2023,30594.871,31798.25,34335.398,11:21.3,23,Ozimops ridei,Peat Swamp
2023,30024.16,30703.02,31749.008,11:22.2,23,Ozimops ridei,Peat Swamp
2023,29190.25,30239.869,31376.557,11:23.2,23,Ozimops ridei,Peat Swamp
2023,28788.936,29646.975,30577.91,11:24.9,23,Ozimops ridei,Peat Swamp
2023,29330.438,30085.119,31473.559,11:29.0,23,Ozimops ridei,Peat Swamp
2023,29473.125,32406.625,42558.086,17:19.2,23,Goulds,Peat Swamp
2023,29388.525,30598.965,32976.945,12:15.8,23,Ozimops ridei,Peat Swamp
2023,29093.881,31084.566,35842.562,17:20.9,23,Ozimops ridei,Peat Swamp
2023,29820.969,30415.844,31041.691,12:21.4,23,Ozimops ridei,Peat Swamp
2023,28768.4,29044.826,29401.547,12:22.9,23,Ozimops ridei,Peat Swamp
