Long,FOLDER,IN FILE,Year,OFFSET,DURATION,Fmin,Fmean,Fmax,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,TOP1MATCH*,TOP1DIST,TOP2MATCH,TOP2DIST,TOP3MATCH,TOP3DIST,VOCALIZATIONS,MANUAL ID,Lat,Long,Main Habitat,REVIEW USERID,INPATHMD5
E:\Josh Output,long calls,ANM100_20240816_015331.wav,2024,1.167782,0.366006,28864.58,29188.488,29549.834,16/08/2024,53:32.2,1,15/08/2024,53:32.2,13,NOISE,0.595424,cluster.01,0.782159,cluster.06,0.909728,1,NOISE,-26.502079,153.080228,suburb,,vBkIKgDCjtvjICNjj8LBpQ==
E:\Josh Output,,ANM100_20240810_202037_000.wav,2024,0.752347,0.496905,27928.211,28606.512,29467.025,10/08/2024,20:37.8,20,10/08/2024,20:37.8,8,NOISE,0.601528,cluster.01,0.631727,cluster.00,0.772044,1,NOISE,-26.502079,153.080228,suburb,,2At3mImRdip1Xj7aK2o+0Q==
E:\Josh Output,,ANM100_20230807_184307_000.wav,2024,3.351911,0.783097,27904.352,28642.037,29664.379,7/08/2023,43:10.4,18,7/08/2023,43:10.4,6,NOISE,0.637237,cluster.01,0.726052,cluster.00,0.880777,1,NOISE,-26.502079,153.080228,suburb,,t0rhKOiHLLfJGUE4S3s2Fg==
E:\Josh Output,,ANM100_20240810_221039_000.wav,2024,3.866071,0.380297,29042.984,29850.58,30890.332,10/08/2024,10:42.9,22,10/08/2024,10:42.9,10,NOISE,0.637352,cluster.06,0.735609,cluster.01,0.892792,1,NOISE,-26.502079,153.080228,suburb,,1fsjfyQ9V9k219XZdeehsw==
E:\Josh Output,,ANM100_20230807_184638_000.wav,2024,2.316373,2.702082,28096.395,28217.098,29602.854,7/08/2023,46:40.3,18,7/08/2023,46:40.3,6,NOISE,0.655133,cluster.01,0.722953,cluster.00,0.872082,1,NOISE,-26.502079,153.080228,suburb,,z9cCr1B7CokjFvjb8Qw3jA==
E:\Josh Output,,ANM100_20240814_180150_000.wav,2024,9.77491,0.501017,28965.742,29504.881,30056.373,14/08/2024,01:59.8,18,14/08/2024,01:59.8,6,NOISE,0.678745,cluster.06,0.805638,cluster.01,0.872694,1,NOISE,-26.502079,153.080228,suburb,,iXobmnEXw7Pi9HlTZ5hqgg==
E:\Josh Output,,ANM100_20230809_174822_000.wav,2024,0.000698,0.786347,27695.762,28607.242,29898.627,9/08/2023,17:48:22,17,9/08/2023,5:48:22,5,NOISE,0.68702,cluster.01,0.813022,cluster.00,0.964677,1,NOISE,-26.502079,153.080228,suburb,,45JRlk7bq3jig2fo2JQ+gA==
E:\Josh Output,,ANM100_20230807_184307_000.wav,2024,0.942874,1.872957,28635.387,29421.902,30330.525,7/08/2023,43:07.9,18,7/08/2023,43:07.9,6,NOISE,0.690146,cluster.01,0.789155,cluster.06,0.868487,1,NOISE,-26.502079,153.080228,suburb,,t0rhKOiHLLfJGUE4S3s2Fg==
E:\Josh Output,,ANM100_20240821_194758_000.wav,2024,1.950747,2.497074,27790.395,28658.449,29724.676,21/08/2024,47:59.9,19,21/08/2024,48:00.0,7,NOISE,0.692395,cluster.01,0.783316,cluster.00,0.925603,1,NOISE,-26.502079,153.080228,suburb,,7sh7y82AS/1ij29PdjCE9g==
E:\Josh Output,,ANM100_20240815_054541_000.wav,2024,0.198093,7.569481,28712.59,29266.588,31164.301,15/08/2024,45:41.2,5,14/08/2024,45:41.2,17,NOISE,0.695553,cluster.01,0.800919,cluster.06,0.920205,1,NOISE,-26.502079,153.080228,suburb,,4iqXmp2ahG0cxNAHIaSLzQ==
E:\Josh Output,,ANM100_20240814_180150_000.wav,2024,6.690975,0.929835,27408.617,28011.592,28680.113,14/08/2024,01:56.7,18,14/08/2024,01:56.7,6,NOISE,0.702465,cluster.01,0.740816,cluster.00,0.860514,1,NOISE,-26.502079,153.080228,suburb,,iXobmnEXw7Pi9HlTZ5hqgg==
E:\Josh Output,,ANM100_20240815_043001_000.wav,2024,7.125343,0.764505,29769.533,30401.617,31336.543,15/08/2024,30:08.1,4,14/08/2024,30:08.1,16,NOISE,0.710122,cluster.06,0.716705,cluster.01,0.837264,1,NOISE,-26.502079,153.080228,suburb,,wVpThiRIOo+fl11Rzpp7Hg==
E:\Josh Output,,ANM100_20240810_221600_000.wav,2024,1.826216,0.498722,28965.613,30336.805,31640.969,10/08/2024,16:01.8,22,10/08/2024,16:01.8,10,NOISE,0.711263,cluster.06,0.769999,cluster.01,0.875975,1,NOISE,-26.502079,153.080228,suburb,,ekQBfhbFbMG8fsOy4cDTrg==
E:\Josh Output,,ANM100_20230804_175910_000.wav,2024,2.680947,0.363937,27787.898,29138.414,31624.953,4/08/2023,59:12.7,17,4/08/2023,59:12.7,5,NOISE,0.711982,cluster.01,0.838881,cluster.06,0.983198,1,NOISE,-26.502079,153.080228,suburb,,0qydw+7ClvSpZCcAot5JWg==
E:\Josh Output,,ANM100_20230803_174317_000.wav,2024,0.000686,0.378009,27838.418,29495.43,33142.727,3/08/2023,17:43:17,17,3/08/2023,5:43:17,5,NOISE,0.735152,cluster.01,0.849387,cluster.06,0.914338,1,NOISE,-26.502079,153.080228,suburb,,ghY6B19MrVWbnMalzESBiw==
E:\Josh Output,,ANM100_20230803_174228_000.wav,2024,0.001132,2.699191,28073.018,29773.336,34588.629,3/08/2023,42:28.0,17,3/08/2023,42:28.0,5,NOISE,0.741975,cluster.01,0.855338,cluster.06,0.907088,1,NOISE,-26.502079,153.080228,suburb,,xX3zN3Qy5T9B7pW6ezWqAw==
E:\Josh Output,,ANM100_20240816_175315_000.wav,2024,0.000671,0.603426,29201.725,29741.879,30452.008,16/08/2024,17:53:15,17,16/08/2024,5:53:15,5,NOISE,0.74368,cluster.06,0.877363,cluster.01,0.919068,1,NOISE,-26.502079,153.080228,suburb,,CfWjre40JpbvgLAQVKlXyw==
E:\Josh Output,,ANM100_20240818_180058_000.wav,2024,0.320289,2.284341,28514.809,29564.746,30805.297,18/08/2024,00:58.3,18,18/08/2024,00:58.3,6,NOISE,0.760321,cluster.06,0.887894,cluster.01,0.910894,1,NOISE,-26.502079,153.080228,suburb,,cPlWh9iyLw6+PLVb2hmrMw==
E:\Josh Output,,ANM100_20240815_032307_000.wav,2024,13.049239,0.791892,29487.578,30055.789,30849.965,15/08/2024,23:20.0,3,14/08/2024,23:20.0,15,NOISE,0.765809,cluster.06,0.814571,cluster.01,0.982235,1,NOISE,-26.502079,153.080228,suburb,,qlA2B9EY4oZr+PDTeizT3g==
E:\Josh Output,,ANM100_20230805_174225_000.wav,2024,3.081707,1.744993,28258.555,29220.424,30853.783,5/08/2023,42:28.1,17,5/08/2023,42:28.1,5,NOISE,0.768991,cluster.01,0.841207,cluster.00,0.971898,1,NOISE,-26.502079,153.080228,suburb,,93Lvw3ejQAXHynu1joiXjw==
E:\Josh Output,,ANM100_20240812_175524_000.wav,2024,1.070944,0.358834,27834.969,29098.195,31744.836,12/08/2024,55:25.1,17,12/08/2024,55:25.1,5,NOISE,0.771406,cluster.01,0.927493,cluster.06,0.965417,1,NOISE,-26.502079,153.080228,suburb,,OWmD1phrxLXMu1+W+bDuSQ==
E:\Josh Output,,ANM100_20230807_184307_000.wav,2024,0.003427,0.370266,28475.789,29273.082,30598.43,7/08/2023,43:07.0,18,7/08/2023,43:07.0,6,NOISE,0.784846,cluster.01,0.877257,cluster.06,0.93752,1,NOISE,-26.502079,153.080228,suburb,,t0rhKOiHLLfJGUE4S3s2Fg==
E:\Josh Output,,ANM100_20230803_174228_000.wav,2024,4.645146,1.099166,28407.527,29637.16,32780.141,3/08/2023,42:32.6,17,3/08/2023,42:32.6,5,NOISE,0.788913,cluster.01,0.884331,cluster.06,0.927966,1,NOISE,-26.502079,153.080228,suburb,,xX3zN3Qy5T9B7pW6ezWqAw==
E:\Josh Output,,ANM100_20240815_043001_000.wav,2024,5.740838,0.799996,28073.305,28849.797,30194.199,15/08/2024,30:06.7,4,14/08/2024,30:06.7,16,NOISE,0.8014,cluster.01,0.878024,cluster.00,1.006279,1,NOISE,-26.502079,153.080228,suburb,,wVpThiRIOo+fl11Rzpp7Hg==
E:\Josh Output,,ANM100_20230804_172952_000.wav,2024,0.000712,2.899036,28534.449,29715.699,32471.17,4/08/2023,17:29:52,17,4/08/2023,5:29:52,5,NOISE,0.808463,cluster.01,0.940926,cluster.06,1.031125,1,NOISE,-26.502079,153.080228,suburb,,tcUXcpfYhu4frtqspx+Xbw==
E:\Josh Output,,ANM100_20230809_173858_000.wav,2024,1.792794,1.474046,28603.02,29226.262,32328.551,9/08/2023,38:59.8,17,9/08/2023,38:59.8,5,NOISE,0.812457,cluster.06,0.835063,cluster.01,0.94659,1,NOISE,-26.502079,153.080228,suburb,,3YGzHffdw6GA9pCefXKmzA==
E:\Josh Output,,ANM100_20230803_174615_000.wav,2024,0.197944,2.966639,28671.67,29580.996,33650.566,3/08/2023,46:15.2,17,3/08/2023,46:15.2,5,NOISE,0.816632,cluster.06,0.860792,cluster.01,0.962346,1,NOISE,-26.502079,153.080228,suburb,,kV4twsn/1FlOzxzJyWnIIw==
E:\Josh Output,,ANM100_20230805_175207_000.wav,2024,0.811049,2.861612,27612.988,28719.221,30877.82,5/08/2023,52:07.8,17,5/08/2023,52:07.8,5,NOISE,0.820066,cluster.01,0.892114,cluster.00,1.009717,1,NOISE,-26.502079,153.080228,suburb,,pTz5qCPIUb655d7sb0ryFw==
E:\Josh Output,,ANM100_20230809_173712_000.wav,2024,3.673031,0.229702,28226.66,29550.795,32005.121,9/08/2023,37:15.7,17,9/08/2023,37:15.7,5,NOISE,0.831367,cluster.01,0.965219,cluster.06,1.061251,1,NOISE,-26.502079,153.080228,suburb,,cyiMvacVr9HdLs1XX0546w==
E:\Josh Output,,ANM100_20230809_173842_000.wav,2024,4.478703,0.574756,26792.004,27535.439,28778.951,9/08/2023,38:46.5,17,9/08/2023,38:46.5,5,NOISE,0.832502,cluster.01,0.863508,cluster.00,0.960742,1,NOISE,-26.502079,153.080228,suburb,,Uh0uAhxOZYhFRQUq5cViZw==
E:\Josh Output,,ANM100_20230803_174257_000.wav,2024,7.394686,3.240989,28215.148,29740.529,33803.289,3/08/2023,43:04.4,17,3/08/2023,43:04.4,5,NOISE,0.844075,cluster.01,0.911324,cluster.06,1.026006,1,NOISE,-26.502079,153.080228,suburb,,5DToC2kw/Rq00OLgHzs8iQ==
E:\Josh Output,,ANM100_20230809_173602_000.wav,2024,0.938032,0.586432,27882.014,28420.363,29655.404,9/08/2023,36:02.9,17,9/08/2023,36:02.9,5,NOISE,0.84664,cluster.01,0.929323,cluster.00,1.043851,1,NOISE,-26.502079,153.080228,suburb,,U5U7yaBoK2yCUOMuoR4QCA==
E:\Josh Output,,ANM100_20230809_173824_000.wav,2024,2.040398,0.310201,27999.838,28633.033,29494.475,9/08/2023,38:26.0,17,9/08/2023,38:26.0,5,NOISE,0.849246,cluster.01,0.928103,cluster.00,1.053334,1,NOISE,-26.502079,153.080228,suburb,,fJ4Mr/sSW80khBXtczv46w==
E:\Josh Output,,ANM100_20240815_051009_000.wav,2024,0.00071,0.886062,29052.59,30059.33,31525.305,15/08/2024,5:10:09,5,14/08/2024,17:10:09,17,NOISE,0.856617,cluster.06,0.879942,cluster.01,1.002655,1,NOISE,-26.502079,153.080228,suburb,,NH20OQOeTPD2Qpc6fpFtjw==
E:\Josh Output,,ANM100_20240819_181423_000.wav,2024,0.432238,1.39681,28016.352,28754.49,29936.93,19/08/2024,14:23.4,18,19/08/2024,14:23.4,6,NOISE,0.85862,cluster.01,0.917146,cluster.00,1.028462,1,NOISE,-26.502079,153.080228,suburb,,38d+CtcFn8OgG1gjhMjOLw==
E:\Josh Output,,ANM100_20230805_174259_000.wav,2024,0.312789,5.149227,28942.283,30649.078,34890.055,5/08/2023,42:59.3,17,5/08/2023,42:59.3,5,NOISE,0.859801,cluster.06,0.889038,cluster.01,1.000698,1,NOISE,-26.502079,153.080228,suburb,,IAl5j4sVEETNUshfbihuWw==
E:\Josh Output,,ANM100_20230805_173935_000.wav,2024,2.086935,0.99659,28389.047,29801.984,33865.844,5/08/2023,39:37.1,17,5/08/2023,39:37.1,5,NOISE,0.870761,cluster.01,0.96277,cluster.06,0.977941,1,NOISE,-26.502079,153.080228,suburb,,mbBQu1nnc5gZP8WAL7/Opg==
E:\Josh Output,,ANM100_20230809_173509_000.wav,2024,7.271845,0.011634,26801.5,27260.033,27826.34,9/08/2023,35:16.3,17,9/08/2023,35:16.3,5,NOISE,0.874884,cluster.01,0.896667,cluster.00,0.963174,1,NOISE,-26.502079,153.080228,suburb,,9EpI7LnB+3obWCjLrqBY9A==
E:\Josh Output,,ANM100_20230802_174510_000.wav,2024,2.566981,3.920857,28565.797,30050.938,32822.289,2/08/2023,45:12.6,17,2/08/2023,45:12.6,5,NOISE,0.875232,cluster.06,0.984075,cluster.01,1.011413,1,NOISE,-26.502079,153.080228,suburb,,5a8WQ2n4oFUfY5UT9jdNEw==
E:\Josh Output,,ANM100_20230809_173746_000.wav,2024,0.991315,0.982833,28954.738,30498.656,34305.84,9/08/2023,37:47.0,17,9/08/2023,37:47.0,5,NOISE,0.875331,cluster.06,0.913537,cluster.01,1.011236,1,NOISE,-26.502079,153.080228,suburb,,KmQY7FA41peY8Lp61U6AdA==
E:\Josh Output,,ANM100_20230805_175411_000.wav,2024,0.333283,1.081148,29908.123,30722.482,32363.602,5/08/2023,54:11.3,17,5/08/2023,54:11.3,5,NOISE,0.876602,cluster.06,0.880669,cluster.07,1.013004,1,NOISE,-26.502079,153.080228,suburb,,tk2FhYQtBlL6MhyioHbGfg==
E:\Josh Output,,ANM100_20230803_174557_000.wav,2024,0.000735,0.935162,28823.938,30577.938,36361.367,3/08/2023,17:45:57,17,3/08/2023,5:45:57,5,NOISE,0.879199,cluster.01,0.981736,cluster.06,0.99961,1,NOISE,-26.502079,153.080228,suburb,,JEpwJfqaSn6NebUoBSztow==
E:\Josh Output,,ANM100_20230730_174027_000.wav,2024,1.078551,4.540045,29064.115,30532.65,34466.746,30/07/2023,40:28.1,17,30/07/2023,40:28.1,5,NOISE,0.879277,cluster.06,0.912215,cluster.01,0.998974,1,NOISE,-26.502079,153.080228,suburb,,hf6ASJTxuxCam3/w0YD3tA==
E:\Josh Output,,ANM100_20240819_181524_000.wav,2024,3.413237,1.54453,28304.652,29063.514,30357.793,19/08/2024,15:27.4,18,19/08/2024,15:27.4,6,NOISE,0.881075,cluster.01,0.988553,cluster.00,1.110444,1,NOISE,-26.502079,153.080228,suburb,,a16FEeZ1qoq/F/I3K7a84g==
E:\Josh Output,,ANM100_20240810_201522_000.wav,2024,4.449557,0.242298,29996.629,30424.398,31255.184,10/08/2024,15:26.4,20,10/08/2024,15:26.4,8,NOISE,0.881958,cluster.01,0.982305,cluster.06,0.992639,1,NOISE,-26.502079,153.080228,suburb,,xTZpMOQHCiAnmjerijg4Mw==
E:\Josh Output,,ANM100_20240810_203023_000.wav,2024,0.133187,0.465061,28220.037,30147.367,34619.246,10/08/2024,30:23.1,20,10/08/2024,30:23.1,8,NOISE,0.88315,cluster.06,0.92489,cluster.01,0.982941,1,NOISE,-26.502079,153.080228,suburb,,iTpHncJ4YM5sgbOQrh+MTw==
E:\Josh Output,,ANM100_20230808_174159_000.wav,2024,14.094135,0.472402,28337.875,28959.154,30279.434,8/08/2023,42:13.1,17,8/08/2023,42:13.1,5,NOISE,0.884784,cluster.01,0.960724,cluster.00,1.071422,1,NOISE,-26.502079,153.080228,suburb,,Dq3FLJhAu/4OJZYUlOLM6A==
E:\Josh Output,,ANM100_20230805_180227_000.wav,2024,2.385296,0.943052,28494.002,29150.607,30416.822,5/08/2023,02:29.4,18,5/08/2023,02:29.4,6,NOISE,0.900805,cluster.01,0.997407,cluster.06,1.064759,1,NOISE,-26.502079,153.080228,suburb,,Y/Mf/gr286RBi1GklD3FaA==
E:\Josh Output,,ANM100_20230807_173625_000.wav,2024,0.892124,1.308473,27608.588,28572.195,29865.613,7/08/2023,36:25.9,17,7/08/2023,36:25.9,5,NOISE,0.900944,cluster.01,0.958974,cluster.00,1.063737,1,NOISE,-26.502079,153.080228,suburb,,KcTXlLaS0VPiWWJ+tXnPcA==
E:\Josh Output,,ANM100_20230808_174638_000.wav,2024,1.314216,0.367535,29024.525,31032.383,36802.547,8/08/2023,46:39.3,17,8/08/2023,46:39.3,5,NOISE,0.902989,cluster.01,0.939193,cluster.00,1.024907,1,NOISE,-26.502079,153.080228,suburb,,fbWb1t0OFf6GNEDmQhO+sg==
E:\Josh Output,,ANM100_20230809_174500_000.wav,2024,4.681168,0.62764,27566.598,28562.334,30117.604,9/08/2023,45:04.7,17,9/08/2023,45:04.7,5,NOISE,0.903102,cluster.01,0.992949,cluster.00,1.113115,1,NOISE,-26.502079,153.080228,suburb,,bCV2147oKqOnVJ6cqFz6Uw==
E:\Josh Output,,ANM100_20240810_173737_000.wav,2024,3.12679,0.666114,28154.352,29428.492,32091.287,10/08/2024,37:40.1,17,10/08/2024,37:40.1,5,NOISE,0.905066,cluster.06,0.97095,cluster.01,0.997356,1,NOISE,-26.502079,153.080228,suburb,,57a2fK+z1LnocMjf5TlS3A==
E:\Josh Output,,ANM100_20230809_173824_000.wav,2024,0.000765,0.875298,28037.557,29253.133,31151.896,9/08/2023,17:38:24,17,9/08/2023,5:38:24,5,NOISE,0.90741,cluster.06,0.996744,cluster.01,1.010097,1,NOISE,-26.502079,153.080228,suburb,,fJ4Mr/sSW80khBXtczv46w==
E:\Josh Output,,ANM100_20240815_054336_000.wav,2024,1.050851,3.57032,29290.158,30032.848,31534.162,15/08/2024,43:37.0,5,14/08/2024,43:37.0,17,NOISE,0.907813,cluster.06,0.935357,cluster.07,1.062992,1,NOISE,-26.502079,153.080228,suburb,,khOIsPJtXEJiq8juJGw2Vw==
E:\Josh Output,,ANM100_20240819_181810_000.wav,2024,2.668339,0.091346,30186.443,30897.928,32205.23,19/08/2024,18:12.7,18,19/08/2024,18:12.7,6,NOISE,0.908375,cluster.06,0.931522,cluster.01,1.010673,1,NOISE,-26.502079,153.080228,suburb,,SmUtz7EGaLYeK83ETGpJ9Q==
E:\Josh Output,,ANM100_20230805_174147_000.wav,2024,1.781792,1.455646,28470.213,29769.674,33300.516,5/08/2023,41:48.8,17,5/08/2023,41:48.8,5,NOISE,0.90924,cluster.01,0.989325,cluster.06,1.067113,1,NOISE,-26.502079,153.080228,suburb,,HK0MccdGsTU26ehkd+c4Tw==
E:\Josh Output,,ANM100_20230808_174717_000.wav,2024,2.10239,1.154321,28896.285,29832.348,32321.883,8/08/2023,47:19.1,17,8/08/2023,47:19.1,5,NOISE,0.912011,cluster.01,1.011522,cluster.06,1.090108,1,NOISE,-26.502079,153.080228,suburb,,hdVOYnfqhYc3+OWdFw97oA==
E:\Josh Output,,ANM100_20230808_173733_000.wav,2024,11.57512,3.095897,28495.184,29490.377,31263.637,8/08/2023,37:44.6,17,8/08/2023,37:44.6,5,NOISE,0.913009,cluster.01,0.991191,cluster.06,1.04972,1,NOISE,-26.502079,153.080228,suburb,,L0h9V0WvRD0auljpNGoMbw==
E:\Josh Output,,ANM100_20240814_175142_000.wav,2024,4.793741,0.888533,28350.154,29039.316,30080.707,14/08/2024,51:46.8,17,14/08/2024,51:46.8,5,NOISE,0.913036,cluster.01,0.967376,cluster.06,1.053594,1,NOISE,-26.502079,153.080228,suburb,,pTj0MLbngSoUNIj1KeNJvg==
E:\Josh Output,,ANM100_20240811_182014_000.wav,2024,4.845507,1.14262,27798.014,28143.688,30715.723,11/08/2024,20:18.8,18,11/08/2024,20:18.8,6,NOISE,0.917066,cluster.01,0.974425,cluster.00,1.0653,1,NOISE,-26.502079,153.080228,suburb,,gMoTJ6v+RmwKd+E8eVrUGA==
E:\Josh Output,,ANM100_20240820_174949_000.wav,2024,2.039858,0.747723,28419.314,29382.213,31268.619,20/08/2024,49:51.0,17,20/08/2024,49:51.0,5,NOISE,0.917177,cluster.01,0.969969,cluster.06,0.999864,1,NOISE,-26.502079,153.080228,suburb,,5DVK59MPOp0WicXiZkBc8A==
E:\Josh Output,,ANM100_20240810_173442_000.wav,2024,0.115801,0.415422,28622.008,29959.328,32843.855,10/08/2024,34:42.1,17,10/08/2024,34:42.1,5,NOISE,0.917654,cluster.06,0.971991,cluster.01,1.023916,1,NOISE,-26.502079,153.080228,suburb,,QREm+cus7kYaeJ+3XKfjUQ==
E:\Josh Output,,ANM100_20230808_174618_000.wav,2024,0.000746,0.41578,29643.078,30543.76,32487.338,8/08/2023,17:46:18,17,8/08/2023,5:46:18,5,NOISE,0.92139,cluster.01,0.972926,cluster.00,1.067451,1,NOISE,-26.502079,153.080228,suburb,,Trj259NMwP6DZDakHJ7uPg==
E:\Josh Output,,ANM100_20230809_173659_000.wav,2024,2.050295,1.501056,28344.129,29414.828,31882.971,9/08/2023,37:01.1,17,9/08/2023,37:01.1,5,NOISE,0.922059,cluster.01,0.99539,cluster.06,1.041042,1,NOISE,-26.502079,153.080228,suburb,,LoroV+vMrs6bIHFPsRBGSA==
E:\Josh Output,,ANM100_20230808_174019_000.wav,2024,0.398961,1.088581,28361.389,29223.133,30498.824,8/08/2023,40:19.4,17,8/08/2023,40:19.4,5,NOISE,0.925562,cluster.01,1.043738,cluster.00,1.168918,1,NOISE,-26.502079,153.080228,suburb,,/ZbPOtJSBK9OvpSxKLJJsQ==
E:\Josh Output,,ANM100_20240810_173737_000.wav,2024,4.358908,0.335027,28335.543,29804.988,33492.781,10/08/2024,37:41.4,17,10/08/2024,37:41.4,5,NOISE,0.928397,cluster.01,0.986258,cluster.06,1.039135,1,NOISE,-26.502079,153.080228,suburb,,57a2fK+z1LnocMjf5TlS3A==
E:\Josh Output,,ANM100_20240811_191711_000.wav,2024,3.106417,1.824592,28448.58,29528.98,31342.758,11/08/2024,17:14.1,19,11/08/2024,17:14.1,7,NOISE,0.929852,cluster.01,0.981314,cluster.06,1.060412,1,NOISE,-26.502079,153.080228,suburb,,TyCcsxuVrsq1ri0xgeZwqQ==
E:\Josh Output,,ANM100_20240810_173502_000.wav,2024,3.990691,0.536464,28129.738,28753.533,29713.824,10/08/2024,35:06.0,17,10/08/2024,35:06.0,5,NOISE,0.93073,cluster.01,0.982211,cluster.00,1.077314,1,NOISE,-26.502079,153.080228,suburb,,lWOZYswEY5fbLaP8TmONLQ==
E:\Josh Output,,ANM100_20230807_174919_000.wav,2024,1.034938,1.888008,28283.846,29304.885,30791.16,7/08/2023,49:20.0,17,7/08/2023,49:20.0,5,NOISE,0.931858,cluster.01,0.99939,cluster.06,1.055837,1,NOISE,-26.502079,153.080228,suburb,,iJcHImYLuEVLrGOT4nFDew==
E:\Josh Output,,ANM100_20230804_174042_000.wav,2024,0.000661,0.330396,28496.047,29485.92,31248.482,4/08/2023,17:40:42,17,4/08/2023,5:40:42,5,NOISE,0.932166,cluster.01,0.998743,cluster.06,1.0688,1,NOISE,-26.502079,153.080228,suburb,,vMZxOtymi5hBQHCaLoRFcA==
E:\Josh Output,,ANM100_20230808_173659_000.wav,2024,0.966392,0.858469,29134.014,29966.348,31960.229,8/08/2023,37:00.0,17,8/08/2023,37:00.0,5,NOISE,0.932373,cluster.01,1.024693,cluster.06,1.113725,1,NOISE,-26.502079,153.080228,suburb,,erwmPR2EZOf+ib9j2Fwhog==
E:\Josh Output,,ANM100_20230801_174454_000.wav,2024,0.58941,3.619065,28889.271,30207.961,33613.059,1/08/2023,44:54.6,17,1/08/2023,44:54.6,5,NOISE,0.942043,cluster.06,0.998387,cluster.01,1.054685,1,NOISE,-26.502079,153.080228,suburb,,pfRfujiaunkPJdF0Y7apIA==
E:\Josh Output,,ANM100_20230807_175436_000.wav,2024,4.003477,0.459251,27188.195,27894.223,28813.314,7/08/2023,54:40.0,17,7/08/2023,54:40.0,5,NOISE,0.942123,cluster.01,0.946862,cluster.00,1.019661,1,NOISE,-26.502079,153.080228,suburb,,fP5p8B2FLfNDtTS9JVd/KQ==
E:\Josh Output,,ANM100_20240812_184202_000.wav,2024,0.226045,0.835515,28373.098,29513.08,31407.846,12/08/2024,42:02.2,18,12/08/2024,42:02.2,6,NOISE,0.944039,cluster.01,1.062773,cluster.06,1.099064,1,NOISE,-26.502079,153.080228,suburb,,jUtvL7AI7Ll/N1RBVS+5cQ==
E:\Josh Output,,ANM100_20240817_050952_000.wav,2024,2.059522,0.315193,29588.07,30517.133,31705.777,17/08/2024,09:54.1,5,16/08/2024,09:54.1,17,NOISE,0.944693,cluster.06,0.998015,cluster.07,1.107406,1,NOISE,-26.502079,153.080228,suburb,,KgSkPnxTKZopbjnZFxWb1w==
E:\Josh Output,,ANM100_20240809_182902_000.wav,2024,4.355331,0.35053,27926.201,28716.084,29802.156,9/08/2024,29:06.4,18,9/08/2024,29:06.4,6,NOISE,0.945419,cluster.01,1.060019,cluster.00,1.174875,1,NOISE,-26.502079,153.080228,suburb,,o4JkFUk/oECL43jq9B9jRQ==
E:\Josh Output,,ANM100_20230804_174002_000.wav,2024,0.004557,2.660733,29552.311,30525.418,32396.346,4/08/2023,40:02.0,17,4/08/2023,40:02.0,5,NOISE,0.946405,cluster.01,1.055226,cluster.06,1.060321,1,NOISE,-26.502079,153.080228,suburb,,br9ATercu2Tnw3n+Al7bbQ==
E:\Josh Output,,ANM100_20230803_174346_000.wav,2024,0.000677,3.160582,28951.656,30089.027,32050.656,3/08/2023,17:43:46,17,3/08/2023,5:43:46,5,NOISE,0.947354,cluster.06,0.958984,cluster.07,1.070721,1,NOISE,-26.502079,153.080228,suburb,,aVdZya2NBp/M+CnyHzudog==
E:\Josh Output,,ANM100_20230809_174804_000.wav,2024,5.798829,1.010173,27547.158,28245.596,29658.25,9/08/2023,48:09.8,17,9/08/2023,48:09.8,5,NOISE,0.947526,cluster.01,1.024862,cluster.06,1.111397,1,NOISE,-26.502079,153.080228,suburb,,m+bwULQnwD6UKSVPv/TfKw==
E:\Josh Output,,ANM100_20230809_173509_000.wav,2024,0.468292,1.375616,28861.557,29697.768,31265.543,9/08/2023,35:09.5,17,9/08/2023,35:09.5,5,NOISE,0.949177,cluster.01,1.012849,cluster.00,1.108114,1,NOISE,-26.502079,153.080228,suburb,,9EpI7LnB+3obWCjLrqBY9A==
E:\Josh Output,,ANM100_20240811_174214_000.wav,2024,6.27949,0.696242,28874.143,30116.787,32990.156,11/08/2024,42:20.3,17,11/08/2024,42:20.3,5,NOISE,0.950079,cluster.06,0.993802,cluster.01,1.021711,1,NOISE,-26.502079,153.080228,suburb,,bPeCDtPNEu9Yc5QvVRujeA==
E:\Josh Output,,ANM100_20230807_174919_000.wav,2024,5.922437,0.848814,28883.875,29470.039,30416.609,7/08/2023,49:24.9,17,7/08/2023,49:24.9,5,NOISE,0.951743,cluster.01,1.124036,cluster.06,1.141573,1,NOISE,-26.502079,153.080228,suburb,,iJcHImYLuEVLrGOT4nFDew==
E:\Josh Output,,ANM100_20230809_173738_000.wav,2024,0.180188,1.735829,28566.342,29717.643,31821.527,9/08/2023,37:38.2,17,9/08/2023,37:38.2,5,NOISE,0.9528,cluster.06,1.039183,cluster.01,1.058915,1,NOISE,-26.502079,153.080228,suburb,,Jmh70M6NLXLbeLg/zorUyA==
E:\Josh Output,,ANM100_20240810_181112_000.wav,2024,0.305476,0.945872,28976.582,29846.527,31682.531,10/08/2024,11:12.3,18,10/08/2024,11:12.3,6,NOISE,0.953067,cluster.06,1.012062,cluster.01,1.082195,1,NOISE,-26.502079,153.080228,suburb,,byQ/Gps/FDvX+GBJnCvHiA==
